id	title	description	link	image_link	additional_image_link	availability	price	sale_price	cost_of_goods_sold	brand	gtin	mpn	identifier_exists	product_type	product_weight	shipping_weight	google_product_category	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	condition	adult	age_group	gender	color	material	pattern	size	item_group_id
A0290	Masculan Anatomic anatómiailag formált síkosítóval ellátott rózsaszín gumióvszer 10 db	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etEgyesével elektronikusan tesztelt10 db/csomagTermészetes gumi alapanyag felhasználásával készült	https://tutitermekek.hu/egeszseg-szepseghigienia-masculan-anatomic-anatomiailag-formalt-sikositoval-ellatott-rozsaszin-gumiovszer-10-db?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0290/ShotType1_540x540.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0290/ShotType1_540x540.jpg	in stock	1790 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	42.00 g	42.00 g		Higiénia	Kozmetikumok, testápolási termékek	Legtutibb újdonságok			New	No							
A0289	Adidas Anti-perspirant Cool & Dry férfi dezodor 150 ml	Nálunk biztonságos a vásárlás!48 órás védelmet biztosítMegszünteti a kellemetlen szagokatHatékonyan küzd a kellemetlen izzadás ellen	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-adidas-anti-perspirant-cool-dry-ferfi-dezodor-150-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0289/81h%2BdWE-b9L._SR600%2C315_SCLZZZZZZZ_.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0289/81h%2BdWE-b9L._SR600%2C315_SCLZZZZZZZ_.jpg	in stock	2390 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Higiénia	Kozmetikumok, testápolási termékek	Legtutibb újdonságok			New	No							
A0291	Silan Levendula illatú textilöblítő koncentrátum 900 ml	Nálunk biztonságos a vásárlás!Textilöblítő magnóliával és egy cseppnyi narancsolaj-aromávalHosszantartó frissesség, finom illatPuha és kényelmes tapintásúvá varázsolja ruháid	https://tutitermekek.hu/silan-aromatherapy-magnolia-and-narancsolaj-textiloblito-koncentratum-1850-ml-1225?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0291/03_A0291_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0291/Silan%20Levendula%20Kert%20%C3%96bl%C3%ADt%C5%91%202%2C775%20l.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0291/dry-cleaning-vs-hand-washing.jpg	in stock	1790 HUF			OEM			No	Otthon > Háztartási vegyiáru				Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0181	Hűsítő kutya matrac (S méret)	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Könnyen használható, összecsukhatóPoliészterből, szivacsból és hűtőgélbőlHűsítő hatás kedvencednek a nyári forróságban	https://tutitermekek.hu/hobbi-sportkutya_macska_termek_felszereles_kiegeszito_husito_kutya_matrac_s_meret?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/2_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/0_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/2_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/3_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/4_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/5_Dog-Cooling-Mat-Pet-Ice-Pad-Teddy-Mattress-Pet-Cool-Mat-Bed-Cat-Cushion-Summer-Keep.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/kutya%20matrac/H256b21f04cfe44998eace1bf061b84f1O.jpg	in stock	4990 HUF			Skycandle	5055610835110		No	Otthon > Őszi készletkisöprés	651.00 g	651.00 g		Készletkisöprés	Őszi készletkisöprés	Kiárusítás 	Kutyás és macskás termékek	Legtutibb újdonságok	New	No							
A0309	Zacskózáró csipesz adagolóval	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Egyszerű használatMegőrzi az ételek frissességétKönnyű adagolhatóságot biztosít	https://tutitermekek.hu/otthon-barkacs-138konyhai_termekek_zacskozaro_csipesz_adagoloval?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/01_A0309_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/01_A0309_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/02_309_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/02_A0309_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/04_309_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/05_309_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0309/06_309_web.jpg	in stock	1790 HUF			Skycandle	5055610806608		No	Otthon > Őszi készletkisöprés	34.00 g	34.00 g		Konyhai termékek	Otthoni elektronika	Készletkisöprés	Őszi készletkisöprés	Kiárusítás 	New	No							
A0315	Béka gyerek piszoár	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKönnyen falra szerelhetőGyors, egyszerű használatBiztonságos, használatát 1-6 éves korig ajánljuk	https://tutitermekek.hu/otthon-barkacs-138furdoszobai_kiegeszitok_beka_gyerek_piszoar?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0315/0_Frog-Urinal-Kids-Boys-Bathroom-Toilet-Training-Children-Stand-Vertical-Urinal-Wall-Mounted-Hook-Frog-Potty.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0315/0_Frog-Urinal-Kids-Boys-Bathroom-Toilet-Training-Children-Stand-Vertical-Urinal-Wall-Mounted-Hook-Frog-Potty.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0315/1_Frog-Boys-Potty-Urinal-Toilet-With-Suction-Cups-Urinoir-Enfant-Penico-Menino-WC-Training-Pinico-Kids.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0315/2_Frog-Urinal-Kids-Boys-Bathroom-Toilet-Training-Children-Stand-Vertical-Urinal-Wall-Mounted-Hook-Frog-Potty.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0315/3_Frog-Urinal-Kids-Boys-Bathroom-Toilet-Training-Children-Stand-Vertical-Urinal-Wall-Mounted-Hook-Frog-Potty.jpg	in stock	5690 HUF	3990 HUF		OEM			No	Otthon > Black Friday	237.00 g	237.00 g		Fürdőszobai kiegészítők	Játékok	Black Friday	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
17231	Sűrített levegő spray	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  400 ml kiszerelésNagynyomású levegőKiváló nehezen elérhető helyek tisztítására	https://tutitermekek.hu/elektronika-szorakozasinformatika_kutyuk_suritett_levego_spray?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-17231/01_17231_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-17231/01_17231_web.jpg	out of stock	1990 HUF			VMD	8032727740022		No	Autó > Autós kütyük	311.00 g	311.00 g		Autós kütyük	Kézi Szerszámok	Informatikai kütyük	Legtutibb újdonságok	Egyéb otthoni termékek	New	No							
A0452	Autós páramentesítő és fűtőventilátor	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et12V-ról üzemeltethetőGyors hatás, azonnali meleg levegő fújásAlkalmazható üvegeken, üléseken, nedves területek szárítására	https://tutitermekek.hu/autoautos-kutyuk-175-autos-paramentesito-es-futoventilator?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-55695/01_55695_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-55695/01_55695_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-55695/02_55695_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-55695/03_55695_web.jpg	in stock	4990 HUF	3890 HUF		Skycandle	4008838792278		No	Otthon > Black Friday	389.00 g	389.00 g		Autós kütyük	Elektromos fűtőberendezések - Rezsicsökkentés	Black Friday	Legtutibb újdonságok		New	No							
A0220-PF	Rózsamaci fehér szívvel és díszdobozzal	Nálunk biztonságos a vásárlás!A legromantikusabb ajándék100% allergén mentesPiros és fehér habrózsákból	https://tutitermekek.hu/rozsamaci-feher-szivvel-diszdobozzal-1873?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0220-PF/01_A0220-PF_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0220-PF/03_A0220-PF_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0220-PF/04_A0220-PF_web.jpg	in stock	8990 HUF	6790 HUF		Skycandle			No	Otthon > Valentin Nap				Valentin Nap	Egyéb otthoni termékek	Legtutibb újdonságok			New	No							
11531	Kerti járólap 5 db/csomag	Több tízezer elégedett vásárló országszerte!Rendelésért hívja a +36 30 258 22 31 -etIdőjárásálló kialakítássalBárki, bárhol könnyen összerakhatjaCsúszásmentes, rugalmas felülettelTetszés szerint egymáshoz csatlakoztatható	https://tutitermekek.hu/otthon-barkacs-138kerti_felszerelesek-muanyag-kerti-jarolap?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11531/01_11531_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11531/02_11531_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11531/01_11531_web.jpg	out of stock	3590 HUF			OEM	5999117110007		No	Otthon > Kerti felszerelések	790.00 g	790.00 g		Kerti felszerelések	Legtutibb újdonságok				New	No							
A0854	Szolár szökőkút	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etÉletre kelti a vízfelszíntKábelek csatlakoztatása nélkül használhatóKörnyezetbarát módon, napenergiával működik	https://tutitermekek.hu/otthon-barkacs-138kerti_felszerelesek-szolar-szokokut?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11226/02_11226_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11226/02_11226_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11226/01_11226_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/11226/03_11226_web.jpg	in stock	5590 HUF			OEM			No	Elektronika, szórakozás > Napelemes termékek	238.00 g	238.00 g		Kerti felszerelések	Napelemes termékek	Legtutibb újdonságok			New	No							
A0800	Méretezhető rendszerezőkosár hűtőbe	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKét oldalsó fogantyú a stabil rögzítéshezHelytakarékos tárolás, 20 és 28 cm között állíthatóEgyszerű, gyors használat, szellőzőnyílások a megfelelő légáramlás érdekében	https://tutitermekek.hu/otthon-barkacs-138konyhai_termekek-meretezheto-rendszerezokosar-hutobe?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/01_A0399_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/01_A0399_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/02_A0399_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/03_A0399_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/04_A0399_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0399/06_A0399_web.jpg	in stock	1790 HUF			OEM			No	Otthon > Konyhai termékek	60.00 g	60.00 g		Konyhai termékek	Legtutibb újdonságok				New	No							
A0801	Összecsukható rozsdamentes fém pároló, szűrő	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etBármilyen étel párolásához bátran ajánljukAz összes szabvány méretű edényhez használhatóAnyaga nagy strapabírósággal rendelkező rozsdamentes fémÖsszecsukható és könnyen tisztítható kialakítással rendelkezik	https://tutitermekek.hu/osszecsukhato-rozsdamentes-acel-parolo-szuro?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0801/01_A0801_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0801/05_A0801_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0801/02_A0801_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0801/06_A0801_web.jpg	in stock	1790 HUF			OEM			No	Otthon > Konyhai termékek	165.00 g	165.00 g		Konyhai termékek					New	No							
A0408	6az1-ben zöldségszeletelő készlet	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etPraktikus tárolóval ellátva6 különböző rozsdamentes acélpengévelKényelmes fogóval, a biztos tartás érdekében	https://tutitermekek.hu/6az1-ben-zoldsegszeletelo-keszlet?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-2.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-0.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-1.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-3.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-4.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0408/vegetable-cutter-with-steel-blade-mandol_main-5.jpg	in stock	5990 HUF			OEM			No	Otthon > Őszi készletkisöprés				Konyhai termékek	Őszi készletkisöprés	Kiárusítás 			New	No							
A0414R	Többfunkciós dízel adalék	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etTisztítja az égésteretJavítja a motor teljesítményétCsökkenti a motor zaját és egyenletes kenést biztosít	https://tutitermekek.hu/tobbfunkcios-dizel-adalek?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/image/05_A0414R_web.jpg		in stock	4490 HUF			OEM			No	Autó > Autóápolás	484.00 g	484.00 g		Autóápolás					New	No							
A0419B	Autós FM antennaszár - fekete cápauszony	Több ezer elégedett vásárlóval országszerte! Autós FM antennaszár - fehér cápauszony Rendelésért hívja a +36 30 258 22 31 -etFekete színbenBiztosítja a rádióvétel kiváló minőségétEgyedi formájával csökkenti a menetzajt	https://tutitermekek.hu/autos-fm-antennaszar-fekete-capauszony-2249?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0419B/01_A0419B_web.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0419B/01_A0419B_web.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0419B/02_A0419B_web.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0419B/03_A0419B_web.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0419B/04_A0419B_web.png	in stock	4650 HUF	3490 HUF		Skycandle	5902802905611		No	Autó > Autós kütyük	45.00 g	45.00 g		Autó elektronika	Autó hifi, hangtechnika	Autós kütyük	Legtutibb újdonságok		New	No							
A0429	Instant gomb	Nálunk biztonságos a vásárlás!Tökéletes rögzítést biztosítÁthidalja a szükséges résztÚjrafelhasználható kialakítással	https://tutitermekek.hu/instant-gomb-2265?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0429/01_A0429_web.jpg		in stock	2390 HUF	1890 HUF		OEM			No	Otthon > Egyéb otthoni termékek				Egyéb otthoni termékek					New	No							
A0439	Kézi zöldségdaráló- és reszelő	Nálunk biztonságos a vásárlás!Gyors és egyszerű használatMultifunkciós használati lehetőségekTökéletes vágáshoz, aprításhoz, szeleteléshez, daráláshoz	https://tutitermekek.hu/otthon-barkacs-138konyhai_termekek-kezi-zoldsegdaralo-es-reszelo?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/01_A0439_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/01_A0439_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/02_A0439_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/03_A0439_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/04_A0439_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/05_A0439_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0439/06_A0439_web.jpg	in stock	8490 HUF	5990 HUF		OEM		8613482873127	No	Otthon > Black Friday	728.00 g	728.00 g		Konyhai termékek	Black Friday	Tuti Toptermékek			New	No							
